"yorf","gene","beckmannHi","beckmannLo","hogan","tsvetanova","mitchell","score","RNAbinding","essential","desc"
"YMR080C","NAM7",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",FALSE,"ATP-dependent RNA helicase of the SFI superfamily; involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; binds to the small ribosomal subunit via an interaction with Rps26; forms cytoplasmic foci upon DNA replication stress"
"YMR125W","STO1",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",FALSE,"Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80"
"YMR229C","RRP5",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",TRUE,"RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress"
"YMR309C","NIP1",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",TRUE,"eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3); involved in the assembly of preinitiation complex and start codon selection; eIF3 is also involved in programmed stop codon readthrough"
"YNL255C","GIS2",TRUE,TRUE,FALSE,FALSE,TRUE,2,"unknownRBD",FALSE,"Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; localizes to RNA processing bodies (P bodies) and to stress granules; may have a role in translation regulation under stress conditions; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2"
"YNR051C","BRE5",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",FALSE,"Ubiquitin protease cofactor; forms deubiquitination complex with Ubp3p that coregulates anterograde and retrograde transport between the endoplasmic reticulum and Golgi compartments; null is sensitive to brefeldin A"
"YOR091W","TMA46",TRUE,TRUE,FALSE,FALSE,TRUE,2,"unknownRBD",FALSE,"Protein of unknown function that associates with translating ribosomes; interacts with GTPase Rbg1p"
"YOR151C","RPB2",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",TRUE,"RNA polymerase II second largest subunit B150; part of central core; similar to bacterial beta subunit"
"YOR198C","BFR1",TRUE,TRUE,FALSE,FALSE,TRUE,2,"unknownRBD",FALSE,"Component of mRNP complexes associated with polyribosomes; involved in localization of mRNAs to P bodies; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity"
"YOR204W","DED1",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",TRUE,"ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase; required for translation initiation of all yeast mRNAs; binds to mRNA cap-associated factors, and binding stimulates Ded1p RNA-dependent ATPase activity; mutation in human homolog DBY is associated with male infertility; human homolog DDX3X complements ded1 null mutation; DED1 has a paralog, DBP1, that arose from the whole genome duplication"
"YOR206W","NOC2",TRUE,TRUE,FALSE,FALSE,TRUE,2,"unknownRBD",TRUE,"Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit"
"YOR310C","NOP58",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",TRUE,"Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis; component of the small subunit processome complex, which is required for processing of pre-18S rRNA"
"YPL009C","RQC2",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",FALSE,"Component of RQC, which mediates nascent chain degradation; RQC (ribosome quality control complex) is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p"
"YPL012W","RRP12",TRUE,TRUE,FALSE,FALSE,TRUE,2,"unknownRBD",TRUE,"Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association with Pse1p; also plays a role in the cell cycle and the DNA damage response; contains HEAT-repeats"
"YPL119C","DBP1",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",FALSE,"Putative ATP-dependent RNA helicase of the DEAD-box protein family; mutants show reduced stability of the 40S ribosomal subunit scanning through 5' untranslated regions of mRNAs; protein abundance increases in response to DNA replication stress; DBP1 has a paralog, DED1, that arose from the whole genome duplication"
"YPL126W","NAN1",TRUE,TRUE,FALSE,FALSE,TRUE,2,"unknownRBD",TRUE,"U3 snoRNP protein; component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA"
"YPL226W","NEW1",TRUE,TRUE,FALSE,FALSE,TRUE,2,"unknownRBD",FALSE,"ATP binding cassette protein; cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction"
"YPR033C","HTS1",TRUE,TRUE,FALSE,FALSE,TRUE,2,"nonclassicalRBD",TRUE,"Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome"
"YBR119W","MUD1",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing"
"YCL059C","KRR1",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,TRUE,"Nucleolar protein required for rRNA synthesis and ribosomal assembly; required for the synthesis of 18S rRNA and for the assembly of 40S ribosomal subunit; essential gene"
"YDL167C","NRP1",TRUE,FALSE,TRUE,TRUE,FALSE,1,"nonclassicalRBD",FALSE,"Putative RNA binding protein of unknown function; localizes to stress granules induced by glucose deprivation; predicted to be involved in ribosome biogenesis"
"YDL224C","WHI4",TRUE,FALSE,TRUE,TRUE,FALSE,1,"classicalRBD",FALSE,"Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog, WHI3, that arose from the whole genome duplication"
"YFR023W","PES4",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"Poly(A) binding protein, suppressor of DNA polymerase epsilon mutation; PES4 has a paralog, MIP6, that arose from the whole genome duplication"
"YFR032C","RRT5",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation"
"YGL044C","RNA15",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,TRUE,"Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability"
"YHL024W","RIM4",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"Putative RNA-binding protein; required for the expression of early and middle sporulation genes"
"YHR015W","MIP6",TRUE,FALSE,TRUE,TRUE,FALSE,1,"classicalRBD",FALSE,"Putative RNA-binding protein; interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog, PES4, that arose from the whole genome duplication"
"YIL061C","SNP1",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,TRUE,"Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress"
"YIR005W","IST3",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"Component of the U2 snRNP; required for the first catalytic step of splicing and for spliceosomal assembly; interacts with Rds3p and is required for Mer1p-activated splicing; diploid mutants have a specific defect in MATa1 pre-mRNA splicing which leads to haploid gene expression in diploids"
"YIR009W","MSL1",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"U2B component of U2 snRNP; involved in splicing, binds the U2 snRNA stem-loop IV in vitro but requires association of Lea1p for in vivo binding; does not contain the conserved C-terminal RNA binding domain found in other family members"
"YLL046C","RNP1",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"Ribonucleoprotein that contains two RNA recognition motifs (RRM); RNP1 has a paralog, SBP1, that arose from the whole genome duplication"
"YLR116W","MSL5",TRUE,FALSE,TRUE,TRUE,FALSE,1,"classicalRBD",TRUE,"Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p, forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia"
"YMR268C","PRP24",TRUE,FALSE,TRUE,TRUE,FALSE,1,"classicalRBD",TRUE,"Splicing factor that reanneals snRNPs during spliceosome recycling; reanneals U4 and U6 snRNPs"
"YNL110C","NOP15",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,TRUE,"Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm"
"YNL175C","NOP13",TRUE,FALSE,TRUE,TRUE,FALSE,1,"classicalRBD",FALSE,"Nucleolar protein found in preribosomal complexes; contains an RNA recognition motif (RRM); relative distribution to the nucleolus increases upon DNA replication stress"
"YNL210W","MER1",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"mRNA-binding protein required for meiosis-specific mRNA splicing; required for chromosome pairing and meiotic recombination; Mer1p regulon embraces four essential meiotic pre-mRNAs: REC107, HFM1, AMA1 and SPO22"
"YNL286W","CUS2",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,FALSE,"Putative checkpoint factor in transcription; binds to U2 snRNA and Prp11p; regulates toggling of the U2 snRNA stem II region between different structures; contains two RNA recognition motifs (RRMs)"
"YOL144W","NOP8",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,TRUE,"Nucleolar protein required for 60S ribosomal subunit biogenesis"
"YOR319W","HSH49",FALSE,FALSE,TRUE,TRUE,FALSE,1,NA,TRUE,"U2-snRNP associated splicing factor; similar to the mammalian splicing factor SAP49; proposed to function as a U2-snRNP assembly factor along with Hsh155p and binding partner Cus1p; contains two RNA recognition motifs (RRM)"
"YPL178W","CBC2",TRUE,FALSE,TRUE,TRUE,FALSE,1,"classicalRBD",FALSE,"Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p, possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif"
"YDL087C","LUC7",FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,TRUE,"Essential protein associated with the U1 snRNP complex; splicing factor involved in recognition of 5' splice site; contains two zinc finger motifs; N-terminal zinc finger binds pre-mRNA; relocalizes to the cytosol in response to hypoxia"
"YDL209C","CWC2",FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,TRUE,"Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2"
"YDL213C","NOP6",TRUE,FALSE,FALSE,TRUE,FALSE,1,"nonclassicalRBD",FALSE,"rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes"
"YGR156W","PTI1",FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,TRUE,"Essential component of CPF (cleavage and polyadenylation factor); involved in 3' end formation of snoRNA and mRNA; interacts directly with Pta1p; relocalizes to the cytosol in response to hypoxia; similar to mammalian Cleavage-Stimulation Factor CstF-64"
"YGR222W","PET54",FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,FALSE,"Mitochondrial inner membrane protein; binds to the 5' UTR of the COX3 mRNA to activate its translation together with Pet122p and Pet494p; also binds to the COX1 Group I intron AI5 beta to facilitate exon ligation during splicing"
"YNR054C","ESF2",TRUE,FALSE,FALSE,TRUE,FALSE,1,"unknownRBD",TRUE,"Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome"
"YOR056C","NOB1",TRUE,FALSE,FALSE,TRUE,FALSE,1,"nonclassicalRBD",TRUE,"Protein involved in proteasomal and 40S ribosomal subunit biogenesis; required for cleavage of the 20S pre-rRNA to generate the mature 18S rRNA; cleavage is activated by Fun12p, a GTPase and translation initiation factor; relocalizes from nucleus to nucleolus upon DNA replication stress"
"YBR238c",NA,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA,FALSE,NA
"YCR057C","PWP2",FALSE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",TRUE,"Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0, A1, and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis"
"YER006W","NUG1",TRUE,FALSE,FALSE,FALSE,TRUE,1,"nonclassicalRBD",TRUE,"GTPase that associates with nuclear 60S pre-ribosomes; required for export of 60S ribosomal subunits from the nucleus"
"YER155C","BEM2",TRUE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",FALSE,"Rho GTPase activating protein (RhoGAP); involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence; potential GAP for Rho4p"
"YGL107C","RMD9",FALSE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",FALSE,"Mitochondrial protein required for respiratory growth; mutant phenotype and genetic interactions suggest a role in delivering mt mRNAs to ribosomes; located on matrix face of the inner membrane and loosely associated with mitoribosomes; RMD9 has a paralog, YBR238C, that arose from the whole genome duplication"
